"totalListings" "totalTickets" "minQuantity" "maxQuantity" "mapDisplayType" "eventid" "timestamp"
788 1942 1 20 "section" 9220595 "05-22-2015_06.00.01"
777 1952 1 20 "section" 9220596 "05-22-2015_06.00.14"
779 2010 1 19 "section" 9220597 "05-22-2015_06.00.24"
783 1932 1 20 "section" 9220595 "05-22-2015_12.00.01"
774 1948 1 20 "section" 9220596 "05-22-2015_12.00.10"
777 2002 1 19 "section" 9220597 "05-22-2015_12.00.18"
784 1944 1 20 "section" 9220595 "05-22-2015_18.00.02"
774 1956 1 20 "section" 9220596 "05-22-2015_18.03.19"
776 2006 1 19 "section" 9220597 "05-22-2015_18.04.05"
778 1930 1 20 "section" 9220595 "05-23-2015_00.00.01"
770 1940 1 20 "section" 9220596 "05-23-2015_00.00.23"
775 2003 1 19 "section" 9220597 "05-23-2015_00.00.34"
779 1932 1 20 "section" 9220595 "05-23-2015_06.00.01"
771 1942 1 20 "section" 9220596 "05-23-2015_06.00.13"
776 2005 1 19 "section" 9220597 "05-23-2015_06.00.26"
776 1930 1 20 "section" 9220595 "05-23-2015_12.00.01"
768 1938 1 20 "section" 9220596 "05-23-2015_12.00.09"
776 2006 1 19 "section" 9220597 "05-23-2015_12.00.13"
774 1927 1 20 "section" 9220595 "05-23-2015_18.00.01"
764 1928 1 20 "section" 9220596 "05-23-2015_18.00.06"
778 2010 1 19 "section" 9220597 "05-23-2015_18.00.10"
773 1923 1 20 "section" 9220595 "05-24-2015_00.00.01"
763 1924 1 20 "section" 9220596 "05-24-2015_00.00.11"
777 2007 1 19 "section" 9220597 "05-24-2015_00.00.19"
772 1921 1 20 "section" 9220595 "05-24-2015_06.00.01"
763 1924 1 20 "section" 9220596 "05-24-2015_06.00.08"
774 2003 1 19 "section" 9220597 "05-24-2015_06.00.14"
772 1915 1 20 "section" 9220595 "05-24-2015_12.00.01"
764 1926 1 20 "section" 9220596 "05-24-2015_12.00.07"
774 2002 1 19 "section" 9220597 "05-24-2015_12.00.11"
769 1912 1 20 "section" 9220595 "05-24-2015_18.00.01"
763 1924 1 20 "section" 9220596 "05-24-2015_18.00.23"
773 2001 1 19 "section" 9220597 "05-24-2015_18.00.44"
767 1908 1 20 "section" 9220595 "05-25-2015_00.00.01"
761 1919 1 20 "section" 9220596 "05-25-2015_00.00.22"
773 1996 1 19 "section" 9220597 "05-25-2015_00.00.46"
767 1908 1 20 "section" 9220595 "05-25-2015_06.00.01"
761 1919 1 20 "section" 9220596 "05-25-2015_06.00.17"
773 1996 1 19 "section" 9220597 "05-25-2015_06.00.34"
768 1904 1 20 "section" 9220595 "05-25-2015_12.00.01"
758 1911 1 20 "section" 9220596 "05-25-2015_12.00.16"
773 1994 1 19 "section" 9220597 "05-25-2015_12.00.30"
769 1908 1 20 "section" 9220595 "05-25-2015_18.00.01"
757 1907 1 20 "section" 9220596 "05-25-2015_18.00.07"
770 1990 1 19 "section" 9220597 "05-25-2015_18.00.15"
767 1900 1 20 "section" 9220595 "05-26-2015_00.00.01"
756 1905 1 20 "section" 9220596 "05-26-2015_00.01.13"
769 1986 1 19 "section" 9220597 "05-26-2015_00.01.57"
766 1898 1 20 "section" 9220595 "05-26-2015_06.00.01"
755 1901 1 20 "section" 9220596 "05-26-2015_06.00.06"
768 1984 1 19 "section" 9220597 "05-26-2015_06.00.13"
767 1900 1 20 "section" 9220595 "05-26-2015_12.00.01"
753 1894 1 20 "section" 9220596 "05-26-2015_12.00.14"
771 1992 1 19 "section" 9220597 "05-26-2015_12.00.24"
768 1898 1 20 "section" 9220595 "05-26-2015_18.00.01"
752 1888 1 20 "section" 9220596 "05-26-2015_18.00.47"
766 1980 1 19 "section" 9220597 "05-26-2015_18.01.00"
770 1908 1 20 "section" 9220595 "05-27-2015_00.00.01"
753 1902 1 20 "section" 9220596 "05-27-2015_00.00.15"
771 2002 1 19 "section" 9220597 "05-27-2015_00.00.28"
769 1907 1 20 "section" 9220595 "05-27-2015_06.00.01"
748 1895 1 20 "section" 9220596 "05-27-2015_06.00.07"
772 2004 1 19 "section" 9220597 "05-27-2015_06.00.11"
772 1919 1 20 "section" 9220595 "05-27-2015_12.00.01"
761 1949 1 20 "section" 9220596 "05-27-2015_12.00.15"
779 2027 1 19 "section" 9220597 "05-27-2015_12.00.30"
771 1906 1 20 "section" 9220595 "05-27-2015_18.00.01"
756 1931 1 20 "section" 9220596 "05-27-2015_18.00.20"
773 2002 1 19 "section" 9220597 "05-27-2015_18.00.36"
767 1899 1 20 "section" 9220595 "05-28-2015_00.00.01"
753 1923 1 20 "section" 9220596 "05-28-2015_00.00.23"
771 1999 1 19 "section" 9220597 "05-28-2015_00.00.40"
766 1898 1 20 "section" 9220595 "05-28-2015_06.00.01"
754 1925 1 20 "section" 9220596 "05-28-2015_06.00.06"
768 1994 1 19 "section" 9220597 "05-28-2015_06.00.11"
776 1933 1 20 "section" 9220595 "05-28-2015_12.00.01"
769 1997 1 20 "section" 9220596 "05-28-2015_12.00.06"
791 2080 1 19 "section" 9220597 "05-28-2015_12.00.14"
773 1921 1 20 "section" 9220595 "05-28-2015_18.00.01"
765 1974 1 20 "section" 9220596 "05-28-2015_18.00.08"
788 2061 1 19 "section" 9220597 "05-28-2015_18.00.12"
772 1919 1 20 "section" 9220595 "05-29-2015_00.00.01"
764 1971 1 20 "section" 9220596 "05-29-2015_00.00.33"
789 2063 1 19 "section" 9220597 "05-29-2015_00.01.01"
772 1923 1 20 "section" 9220595 "05-29-2015_06.00.01"
764 1975 1 20 "section" 9220596 "05-29-2015_06.00.10"
791 2071 1 19 "section" 9220597 "05-29-2015_06.00.14"
768 1915 1 20 "section" 9220595 "05-29-2015_12.00.01"
761 1962 1 20 "section" 9220596 "05-29-2015_12.00.08"
791 2069 1 19 "section" 9220597 "05-29-2015_12.00.12"
762 1894 1 20 "section" 9220595 "05-29-2015_18.00.01"
756 1953 1 20 "section" 9220596 "05-29-2015_18.00.50"
789 2056 1 19 "section" 9220597 "05-29-2015_18.01.02"
757 1885 1 20 "section" 9220595 "05-30-2015_00.00.01"
754 1951 1 20 "section" 9220596 "05-30-2015_00.00.12"
783 2045 1 19 "section" 9220597 "05-30-2015_00.00.22"
757 1885 1 20 "section" 9220595 "05-30-2015_06.00.01"
754 1951 1 20 "section" 9220596 "05-30-2015_06.00.07"
784 2047 1 19 "section" 9220597 "05-30-2015_06.00.13"
761 1902 1 20 "section" 9220595 "05-30-2015_12.00.01"
754 1967 1 20 "section" 9220596 "05-30-2015_12.00.06"
790 2067 1 19 "section" 9220597 "05-30-2015_12.00.10"
753 1872 1 20 "section" 9220595 "05-30-2015_18.00.01"
756 1970 1 20 "section" 9220596 "05-30-2015_18.00.07"
789 2070 1 19 "section" 9220597 "05-30-2015_18.00.13"
758 1888 1 20 "section" 9220595 "05-31-2015_00.00.01"
753 1966 1 20 "section" 9220596 "05-31-2015_00.00.10"
789 2068 1 19 "section" 9220597 "05-31-2015_00.00.14"
758 1888 1 20 "section" 9220595 "05-31-2015_06.00.01"
753 1966 1 20 "section" 9220596 "05-31-2015_06.00.07"
788 2066 1 19 "section" 9220597 "05-31-2015_06.00.11"
753 1876 1 20 "section" 9220595 "05-31-2015_12.00.01"
753 1969 1 20 "section" 9220596 "05-31-2015_12.00.09"
786 2065 1 19 "section" 9220597 "05-31-2015_12.00.15"
746 1855 1 20 "section" 9220595 "05-31-2015_18.00.01"
750 1961 1 20 "section" 9220596 "05-31-2015_18.00.09"
784 2056 1 19 "section" 9220597 "05-31-2015_18.00.14"
740 1840 1 20 "section" 9220595 "06-01-2015_00.00.40"
743 1946 1 20 "section" 9220596 "06-01-2015_00.00.46"
782 2053 1 19 "section" 9220597 "06-01-2015_00.01.02"
741 1844 1 20 "section" 9220595 "06-01-2015_06.00.01"
740 1934 1 20 "section" 9220596 "06-01-2015_06.00.06"
783 2055 1 19 "section" 9220597 "06-01-2015_06.00.10"
742 1850 1 20 "section" 9220595 "06-01-2015_12.00.01"
747 1947 1 20 "section" 9220596 "06-01-2015_12.00.06"
781 2055 1 19 "section" 9220597 "06-01-2015_12.00.10"
739 1845 1 20 "section" 9220595 "06-01-2015_18.00.01"
747 1945 1 20 "section" 9220596 "06-01-2015_18.00.06"
782 2048 1 19 "section" 9220597 "06-01-2015_18.00.10"
733 1842 1 20 "section" 9220595 "06-02-2015_06.00.01"
736 1922 1 20 "section" 9220596 "06-02-2015_06.00.06"
783 2052 1 19 "section" 9220597 "06-02-2015_06.00.10"
742 1862 1 20 "section" 9220595 "06-02-2015_12.00.01"
752 1935 1 8 "section" 9220596 "06-02-2015_12.00.06"
800 2075 1 10 "section" 9220597 "06-02-2015_12.00.10"
740 1861 1 20 "section" 9220595 "06-02-2015_18.00.01"
755 1933 1 8 "section" 9220596 "06-02-2015_18.00.24"
802 2096 1 19 "section" 9220597 "06-02-2015_18.00.38"
737 1855 1 20 "section" 9220595 "06-03-2015_00.00.01"
754 1933 1 8 "section" 9220596 "06-03-2015_00.00.07"
800 2091 1 19 "section" 9220597 "06-03-2015_00.00.12"
738 1856 1 20 "section" 9220595 "06-03-2015_06.00.01"
746 1913 1 8 "section" 9220596 "06-03-2015_06.00.07"
802 2095 1 19 "section" 9220597 "06-03-2015_06.00.12"
742 1885 1 20 "section" 9220595 "06-03-2015_12.00.02"
763 1978 1 12 "section" 9220596 "06-03-2015_12.00.08"
805 2121 1 19 "section" 9220597 "06-03-2015_12.00.16"
743 1894 1 20 "section" 9220595 "06-03-2015_18.00.01"
768 2004 1 8 "section" 9220596 "06-03-2015_18.00.06"
807 2134 1 19 "section" 9220597 "06-03-2015_18.00.11"
741 1892 1 20 "section" 9220595 "06-04-2015_00.00.01"
767 2001 1 8 "section" 9220596 "06-04-2015_00.00.09"
807 2134 1 19 "section" 9220597 "06-04-2015_00.00.22"
740 1889 1 20 "section" 9220595 "06-04-2015_06.00.01"
771 2017 1 8 "section" 9220596 "06-04-2015_06.00.10"
808 2145 1 19 "section" 9220597 "06-04-2015_06.00.15"
742 1899 1 20 "section" 9220595 "06-04-2015_12.00.01"
770 2020 1 8 "section" 9220596 "06-04-2015_12.00.07"
827 2222 1 19 "section" 9220597 "06-04-2015_12.00.12"
743 1900 1 20 "section" 9220595 "06-04-2015_18.00.01"
774 2027 1 8 "section" 9220596 "06-04-2015_18.00.07"
831 2235 1 19 "section" 9220597 "06-04-2015_18.00.14"
742 1902 1 20 "section" 9220595 "06-05-2015_00.00.01"
774 2031 1 8 "section" 9220596 "06-05-2015_00.00.06"
833 2240 1 19 "section" 9220597 "06-05-2015_00.00.14"
741 1901 1 20 "section" 9220595 "06-05-2015_06.00.01"
774 2031 1 8 "section" 9220596 "06-05-2015_06.00.14"
833 2242 1 19 "section" 9220597 "06-05-2015_06.00.34"
860 2129 1 20 "section" 9220595 "06-05-2015_12.00.01"
961 2369 1 8 "section" 9220596 "06-05-2015_12.00.14"
982 2518 1 18 "section" 9220597 "06-05-2015_12.00.25"
912 2201 1 20 "section" 9220595 "06-05-2015_18.00.01"
1003 2442 1 8 "section" 9220596 "06-05-2015_18.00.39"
1031 2604 1 18 "section" 9220597 "06-05-2015_18.00.52"
918 2203 1 20 "section" 9220595 "06-06-2015_00.00.01"
1011 2459 1 8 "section" 9220596 "06-06-2015_00.00.09"
1036 2605 1 18 "section" 9220597 "06-06-2015_00.00.14"
923 2216 1 20 "section" 9220595 "06-06-2015_06.00.01"
1009 2454 1 8 "section" 9220596 "06-06-2015_06.00.11"
1041 2619 1 18 "section" 9220597 "06-06-2015_06.00.17"
926 2225 1 20 "section" 9220595 "06-06-2015_12.00.01"
1013 2478 1 12 "section" 9220596 "06-06-2015_12.00.12"
1043 2631 1 18 "section" 9220597 "06-06-2015_12.00.19"
925 2223 1 20 "section" 9220595 "06-06-2015_18.00.01"
1007 2475 1 12 "section" 9220596 "06-06-2015_18.00.07"
1042 2630 1 18 "section" 9220597 "06-06-2015_18.00.13"
922 2213 1 20 "section" 9220595 "06-07-2015_00.00.01"
1006 2464 1 12 "section" 9220596 "06-07-2015_00.00.16"
1037 2628 1 18 "section" 9220597 "06-07-2015_00.00.23"
923 2216 1 20 "section" 9220595 "06-07-2015_06.00.01"
1008 2470 1 12 "section" 9220596 "06-07-2015_06.00.08"
1039 2633 1 18 "section" 9220597 "06-07-2015_06.00.17"
923 2215 1 20 "section" 9220595 "06-07-2015_12.00.01"
1008 2467 1 12 "section" 9220596 "06-07-2015_12.00.08"
1043 2641 1 18 "section" 9220597 "06-07-2015_12.00.13"
926 2215 1 20 "section" 9220595 "06-07-2015_18.00.01"
1006 2463 1 12 "section" 9220596 "06-07-2015_18.00.09"
1041 2635 1 18 "section" 9220597 "06-07-2015_18.00.15"
929 2216 1 20 "section" 9220595 "06-08-2015_00.00.01"
1002 2454 1 12 "section" 9220596 "06-08-2015_00.00.13"
1043 2639 1 18 "section" 9220597 "06-08-2015_00.00.27"
930 2220 1 20 "section" 9220595 "06-08-2015_06.00.01"
1001 2462 1 12 "section" 9220596 "06-08-2015_06.00.07"
1046 2642 1 18 "section" 9220597 "06-08-2015_06.00.14"
949 2266 1 20 "section" 9220595 "06-08-2015_12.00.01"
1025 2536 1 12 "section" 9220596 "06-08-2015_12.00.12"
1052 2657 1 18 "section" 9220597 "06-08-2015_12.00.22"
968 2319 1 20 "section" 9220595 "06-08-2015_18.00.01"
1054 2608 1 12 "section" 9220596 "06-08-2015_18.00.10"
1091 2771 1 18 "section" 9220597 "06-08-2015_18.00.16"
967 2317 1 20 "section" 9220595 "06-09-2015_00.00.01"
1057 2626 1 12 "section" 9220596 "06-09-2015_00.00.12"
1096 2790 1 18 "section" 9220597 "06-09-2015_00.00.26"
968 2319 1 20 "section" 9220595 "06-09-2015_06.00.01"
1057 2624 1 12 "section" 9220596 "06-09-2015_06.00.07"
1094 2787 1 18 "section" 9220597 "06-09-2015_06.00.14"
993 2367 1 20 "section" 9220595 "06-09-2015_12.00.01"
1067 2646 1 12 "section" 9220596 "06-09-2015_12.00.12"
1094 2793 1 18 "section" 9220597 "06-09-2015_12.00.23"
984 2353 1 20 "section" 9220595 "06-09-2015_18.00.01"
1058 2645 1 17 "section" 9220596 "06-09-2015_18.00.16"
1086 2773 1 18 "section" 9220597 "06-09-2015_18.00.24"
972 2329 1 20 "section" 9220595 "06-10-2015_00.00.01"
1045 2625 1 17 "section" 9220596 "06-10-2015_00.00.10"
1082 2769 1 18 "section" 9220597 "06-10-2015_00.00.54"
970 2326 1 20 "section" 9220595 "06-10-2015_06.00.04"
1044 2622 1 17 "section" 9220596 "06-10-2015_06.00.12"
1083 2773 1 18 "section" 9220597 "06-10-2015_06.00.18"
986 2367 1 20 "section" 9220595 "06-10-2015_18.00.01"
1068 2653 1 17 "section" 9220596 "06-10-2015_18.00.11"
1089 2787 1 18 "section" 9220597 "06-10-2015_18.00.22"
988 2373 1 20 "section" 9220595 "06-11-2015_00.00.01"
1064 2646 1 17 "section" 9220596 "06-11-2015_00.00.08"
1089 2780 1 18 "section" 9220597 "06-11-2015_00.00.18"
988 2375 1 20 "section" 9220595 "06-11-2015_06.00.05"
1063 2645 1 17 "section" 9220596 "06-11-2015_06.00.13"
1089 2779 1 18 "section" 9220597 "06-11-2015_06.00.19"
1003 2409 1 20 "section" 9220595 "06-11-2015_12.00.01"
1104 2717 1 17 "section" 9220596 "06-11-2015_12.00.11"
1120 2833 1 18 "section" 9220597 "06-11-2015_12.00.25"
992 2392 1 20 "section" 9220595 "06-11-2015_18.00.01"
1096 2706 1 17 "section" 9220596 "06-11-2015_18.00.14"
1117 2818 1 18 "section" 9220597 "06-11-2015_18.00.48"
989 2395 1 20 "section" 9220595 "06-12-2015_00.00.01"
1089 2697 1 17 "section" 9220596 "06-12-2015_00.00.46"
1116 2824 1 18 "section" 9220597 "06-12-2015_00.00.57"
988 2392 1 20 "section" 9220595 "06-12-2015_06.00.01"
1090 2695 1 17 "section" 9220596 "06-12-2015_06.00.09"
1117 2830 1 18 "section" 9220597 "06-12-2015_06.00.16"
982 2374 1 17 "section" 9220595 "06-12-2015_12.00.05"
1095 2705 1 17 "section" 9220596 "06-12-2015_12.00.12"
1102 2795 1 18 "section" 9220597 "06-12-2015_12.00.19"
986 2380 1 16 "section" 9220595 "06-12-2015_18.00.01"
1098 2738 1 17 "section" 9220596 "06-12-2015_18.00.08"
1101 2798 1 17 "section" 9220597 "06-12-2015_18.00.20"
987 2383 1 16 "section" 9220595 "06-13-2015_00.00.01"
1096 2730 1 17 "section" 9220596 "06-13-2015_00.00.12"
1100 2795 1 17 "section" 9220597 "06-13-2015_00.00.21"
985 2380 1 16 "section" 9220595 "06-13-2015_06.00.01"
1097 2732 1 17 "section" 9220596 "06-13-2015_06.00.11"
1094 2780 1 17 "section" 9220597 "06-13-2015_06.00.18"
982 2365 1 16 "section" 9220595 "06-13-2015_12.00.01"
1088 2712 1 17 "section" 9220596 "06-13-2015_12.00.07"
1079 2740 1 17 "section" 9220597 "06-13-2015_12.00.28"
979 2353 1 16 "section" 9220595 "06-13-2015_18.00.02"
1080 2690 1 17 "section" 9220596 "06-13-2015_18.00.18"
1081 2739 1 17 "section" 9220597 "06-13-2015_18.00.26"
977 2349 1 16 "section" 9220595 "06-14-2015_00.00.01"
1079 2683 1 17 "section" 9220596 "06-14-2015_00.00.07"
1074 2725 1 17 "section" 9220597 "06-14-2015_00.00.13"
975 2345 1 16 "section" 9220595 "06-14-2015_06.00.14"
1078 2681 1 17 "section" 9220596 "06-14-2015_06.00.38"
1073 2723 1 17 "section" 9220597 "06-14-2015_06.00.59"
982 2365 1 16 "section" 9220595 "06-14-2015_12.00.01"
1086 2694 1 17 "section" 9220596 "06-14-2015_12.00.12"
1100 2779 1 17 "section" 9220597 "06-14-2015_12.00.23"
982 2360 1 16 "section" 9220595 "06-14-2015_18.00.01"
1084 2689 1 17 "section" 9220596 "06-14-2015_18.00.16"
1096 2758 1 17 "section" 9220597 "06-14-2015_18.00.58"
981 2368 1 16 "section" 9220595 "06-15-2015_00.00.01"
1083 2690 1 17 "section" 9220596 "06-15-2015_00.00.28"
1097 2766 1 17 "section" 9220597 "06-15-2015_00.00.45"
982 2368 1 16 "section" 9220595 "06-15-2015_06.00.01"
1080 2684 1 17 "section" 9220596 "06-15-2015_06.00.11"
1097 2768 1 17 "section" 9220597 "06-15-2015_06.00.20"
1001 2399 1 16 "section" 9220595 "06-15-2015_12.00.01"
1089 2706 1 17 "section" 9220596 "06-15-2015_12.00.20"
1099 2769 1 17 "section" 9220597 "06-15-2015_12.00.27"
1000 2392 1 16 "section" 9220595 "06-15-2015_18.00.01"
1082 2694 1 18 "section" 9220596 "06-15-2015_18.00.13"
1090 2756 1 17 "section" 9220597 "06-15-2015_18.00.26"
991 2370 1 16 "section" 9220595 "06-16-2015_00.00.01"
1073 2683 1 18 "section" 9220596 "06-16-2015_00.02.00"
1107 2794 1 17 "section" 9220597 "06-16-2015_00.04.15"
988 2362 1 16 "section" 9220595 "06-16-2015_06.00.01"
1073 2683 1 18 "section" 9220596 "06-16-2015_06.00.12"
1104 2789 1 17 "section" 9220597 "06-16-2015_06.00.25"
986 2369 1 16 "section" 9220595 "06-16-2015_12.00.01"
1092 2744 1 18 "section" 9220596 "06-16-2015_12.00.07"
1103 2768 1 17 "section" 9220597 "06-16-2015_12.00.17"
1017 2466 1 16 "section" 9220595 "06-16-2015_18.00.01"
1113 2802 1 18 "section" 9220596 "06-16-2015_18.00.22"
1124 2815 1 17 "section" 9220597 "06-16-2015_18.00.31"
1025 2491 1 16 "section" 9220595 "06-17-2015_00.00.01"
1128 2837 1 18 "section" 9220596 "06-17-2015_00.00.16"
1129 2832 1 17 "section" 9220597 "06-17-2015_00.00.34"
1020 2478 1 16 "section" 9220595 "06-17-2015_06.00.01"
1128 2835 1 18 "section" 9220596 "06-17-2015_06.00.09"
1128 2832 1 17 "section" 9220597 "06-17-2015_06.00.17"
1028 2487 1 16 "section" 9220595 "06-17-2015_12.00.01"
1108 2778 1 18 "section" 9220596 "06-17-2015_12.00.17"
1102 2778 1 17 "section" 9220597 "06-17-2015_12.00.32"
1039 2503 1 15 "section" 9220595 "06-17-2015_18.00.01"
1126 2798 1 18 "section" 9220596 "06-17-2015_18.00.09"
1091 2745 1 17 "section" 9220597 "06-17-2015_18.00.17"
1046 2518 1 15 "section" 9220595 "06-18-2015_00.00.01"
1139 2821 1 18 "section" 9220596 "06-18-2015_00.00.28"
1098 2756 1 17 "section" 9220597 "06-18-2015_00.00.51"
1053 2532 1 15 "section" 9220595 "06-18-2015_06.00.01"
1141 2829 1 18 "section" 9220596 "06-18-2015_06.00.23"
1105 2779 1 17 "section" 9220597 "06-18-2015_06.00.39"
1049 2519 1 15 "section" 9220595 "06-18-2015_12.00.01"
1152 2854 1 18 "section" 9220596 "06-18-2015_12.00.08"
1107 2785 1 17 "section" 9220597 "06-18-2015_12.00.14"
1060 2551 1 15 "section" 9220595 "06-18-2015_18.00.01"
1165 2905 1 18 "section" 9220596 "06-18-2015_18.00.09"
1155 2901 1 17 "section" 9220597 "06-18-2015_18.00.16"
1069 2563 1 15 "section" 9220595 "06-19-2015_00.00.01"
1156 2872 1 18 "section" 9220596 "06-19-2015_00.00.38"
1158 2884 1 17 "section" 9220597 "06-19-2015_00.01.13"
1070 2565 1 15 "section" 9220595 "06-19-2015_06.00.01"
1151 2865 1 18 "section" 9220596 "06-19-2015_06.00.24"
1159 2890 1 17 "section" 9220597 "06-19-2015_06.00.35"
1060 2523 1 15 "section" 9220595 "06-19-2015_12.00.01"
1151 2855 1 18 "section" 9220596 "06-19-2015_12.00.11"
1137 2833 1 17 "section" 9220597 "06-19-2015_12.00.22"
1051 2467 1 15 "section" 9220595 "06-19-2015_18.00.01"
1107 2695 1 18 "section" 9220596 "06-19-2015_18.00.30"
1108 2733 1 17 "section" 9220597 "06-19-2015_18.01.04"
1050 2459 1 15 "section" 9220595 "06-20-2015_00.00.01"
1106 2696 1 18 "section" 9220596 "06-20-2015_00.00.25"
1097 2707 1 17 "section" 9220597 "06-20-2015_00.00.47"
1052 2465 1 15 "section" 9220595 "06-20-2015_06.00.01"
1108 2700 1 18 "section" 9220596 "06-20-2015_06.00.22"
1097 2711 1 17 "section" 9220597 "06-20-2015_06.00.38"
1053 2473 1 15 "section" 9220595 "06-20-2015_12.00.01"
1104 2698 1 18 "section" 9220596 "06-20-2015_12.00.55"
1109 2735 1 17 "section" 9220597 "06-20-2015_12.01.30"
1068 2512 1 15 "section" 9220595 "06-20-2015_18.00.01"
1090 2654 1 18 "section" 9220596 "06-20-2015_18.00.13"
1107 2742 1 17 "section" 9220597 "06-20-2015_18.00.27"
1065 2502 1 15 "section" 9220595 "06-21-2015_00.00.01"
1089 2649 1 18 "section" 9220596 "06-21-2015_00.00.11"
1104 2732 1 17 "section" 9220597 "06-21-2015_00.00.22"
1066 2501 1 15 "section" 9220595 "06-21-2015_06.00.01"
1086 2644 1 18 "section" 9220596 "06-21-2015_06.00.28"
1104 2733 1 17 "section" 9220597 "06-21-2015_06.00.54"
1077 2532 1 15 "section" 9220595 "06-21-2015_12.00.01"
1087 2652 1 18 "section" 9220596 "06-21-2015_12.00.15"
1112 2750 1 17 "section" 9220597 "06-21-2015_12.00.21"
1075 2519 1 15 "section" 9220595 "06-21-2015_18.00.04"
1080 2646 1 18 "section" 9220596 "06-21-2015_18.00.45"
1111 2747 1 17 "section" 9220597 "06-21-2015_18.01.39"
1072 2514 1 15 "section" 9220595 "06-22-2015_00.00.03"
1061 2621 1 18 "section" 9220596 "06-22-2015_00.01.04"
1106 2737 1 17 "section" 9220597 "06-22-2015_00.01.44"
1075 2520 1 15 "section" 9220595 "06-22-2015_06.00.23"
1060 2623 1 18 "section" 9220596 "06-22-2015_06.00.34"
1105 2737 1 17 "section" 9220597 "06-22-2015_06.00.41"
1095 2541 1 15 "section" 9220595 "06-22-2015_12.00.03"
1072 2585 1 18 "section" 9220596 "06-22-2015_12.00.48"
1135 2806 1 17 "section" 9220597 "06-22-2015_12.01.10"
1101 2602 1 15 "section" 9220595 "06-22-2015_18.00.03"
1094 2720 1 18 "section" 9220596 "06-22-2015_18.00.31"
1148 2861 1 17 "section" 9220597 "06-22-2015_18.00.54"
1095 2585 1 15 "section" 9220595 "06-23-2015_00.00.01"
1099 2729 1 18 "section" 9220596 "06-23-2015_00.01.50"
1150 2855 1 17 "section" 9220597 "06-23-2015_00.03.34"
1096 2585 1 15 "section" 9220595 "06-23-2015_06.00.01"
1101 2730 1 18 "section" 9220596 "06-23-2015_06.00.29"
1153 2859 1 17 "section" 9220597 "06-23-2015_06.00.46"
1087 2589 1 15 "section" 9220595 "06-23-2015_12.00.01"
1101 2750 1 18 "section" 9220596 "06-23-2015_12.00.31"
1132 2826 1 17 "section" 9220597 "06-23-2015_12.00.52"
1078 2551 1 12 "section" 9220595 "06-23-2015_18.00.01"
1084 2692 1 18 "section" 9220596 "06-23-2015_18.00.47"
1130 2799 1 17 "section" 9220597 "06-23-2015_18.01.13"
1072 2540 1 12 "section" 9220595 "06-24-2015_00.00.01"
1076 2683 1 18 "section" 9220596 "06-24-2015_00.00.21"
1110 2763 1 17 "section" 9220597 "06-24-2015_00.00.51"
1068 2529 1 12 "section" 9220595 "06-24-2015_06.00.01"
1073 2676 1 18 "section" 9220596 "06-24-2015_06.00.08"
1110 2764 1 17 "section" 9220597 "06-24-2015_06.00.14"
1074 2541 1 12 "section" 9220595 "06-24-2015_12.00.01"
1090 2711 1 18 "section" 9220596 "06-24-2015_12.00.10"
1105 2747 1 12 "section" 9220597 "06-24-2015_12.00.17"
1119 2614 1 12 "section" 9220595 "06-24-2015_18.00.02"
1132 2795 1 18 "section" 9220596 "06-24-2015_18.00.10"
1143 2863 1 16 "section" 9220597 "06-24-2015_18.00.16"
1116 2612 1 12 "section" 9220595 "06-25-2015_00.00.01"
1143 2824 1 20 "section" 9220596 "06-25-2015_00.01.11"
1152 2868 1 16 "section" 9220597 "06-25-2015_00.02.14"
1116 2609 1 12 "section" 9220595 "06-25-2015_06.00.01"
1142 2850 1 20 "section" 9220596 "06-25-2015_06.01.46"
1150 2867 1 16 "section" 9220597 "06-25-2015_06.03.29"
1049 2483 1 12 "section" 9220595 "06-25-2015_12.00.01"
1046 2668 1 20 "section" 9220596 "06-25-2015_12.00.15"
1140 2848 1 14 "section" 9220597 "06-25-2015_12.00.30"
1054 2473 1 12 "section" 9220595 "06-25-2015_18.00.01"
1038 2673 1 20 "section" 9220596 "06-25-2015_18.00.11"
1141 2842 1 14 "section" 9220597 "06-25-2015_18.00.34"
1041 2429 1 12 "section" 9220595 "06-26-2015_00.00.01"
1031 2653 1 20 "section" 9220596 "06-26-2015_00.00.13"
1135 2816 1 14 "section" 9220597 "06-26-2015_00.00.18"
1038 2424 1 12 "section" 9220595 "06-26-2015_06.00.01"
1030 2652 1 20 "section" 9220596 "06-26-2015_06.00.15"
1128 2799 1 14 "section" 9220597 "06-26-2015_06.00.25"
1025 2419 1 12 "section" 9220595 "06-26-2015_12.00.01"
1034 2684 1 20 "section" 9220596 "06-26-2015_12.00.07"
1063 2662 1 16 "section" 9220597 "06-26-2015_12.00.17"
1021 2415 1 10 "section" 9220595 "06-26-2015_18.00.01"
1039 2705 1 20 "section" 9220596 "06-26-2015_18.00.31"
1101 2761 1 15 "section" 9220597 "06-26-2015_18.00.49"
1029 2431 1 10 "section" 9220595 "06-27-2015_00.00.01"
1044 2709 1 20 "section" 9220596 "06-27-2015_00.00.22"
1094 2728 1 15 "section" 9220597 "06-27-2015_00.00.28"
1035 2440 1 10 "section" 9220595 "06-27-2015_06.00.05"
1051 2715 1 20 "section" 9220596 "06-27-2015_06.00.21"
1096 2730 1 15 "section" 9220597 "06-27-2015_06.00.27"
